"","respid","sample","int_date","fcall","attempt","refusal","lang","cregion","state","density","usr","scregion","sstate","sdensity","susr","llitext0","llitext","qintro2","phase","qs1","qa1","q1c1","qc1a","qb2","qb3","qb4","qb5","qa6","qa8","qa9a","qa9b","qa9c","qa9d","qa9e","qa9f","qa9g","q11a","q11b","q11c_b","q11e_b","q11h_b","q11i_b","q11j_b","q11at","q11bt","qb12"
"7906",500165,"Cell phone",140228,140228,1,"No","English","South","Arkansas","Lowest","R  ","South","Arkansas","Lowest","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"7907",500167,"Cell phone",140228,140228,1,"No","English","Northeast","New York","Highest","U  ","South","Arkansas","3","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Very unfavorable",NA,NA,NA,NA,NA,NA,"Yes, Democratic Party's policies pose a threat to the nation's well-being",NA
"7908",500168,"Cell phone",140228,140228,1,"No","English","South","Mississippi","2","S  ","South","Mississippi","Lowest","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very favorable","Very unfavorable",NA,NA,NA,NA,NA,NA,"Yes, Democratic Party's policies pose a threat to the nation's well-being",NA
"7909",500170,"Cell phone",140228,140228,1,"No","English","West","California","Highest","U  ","Midwest","Wisconsin","3","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"7910",500171,"Cell phone",140228,140228,1,"No","English","South","Texas","2","S  ","South","Texas","2","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Very unfavorable",NA,NA,NA,NA,NA,NA,"Yes, Democratic Party's policies pose a threat to the nation's well-being",NA
"7911",500172,"Cell phone",140228,140228,1,"No","English","Midwest","Indiana","3","U  ","Midwest","Indiana","3","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"7912",500175,"Cell phone",140228,140228,1,"No","English","South","South Carolina","3","U  ","South","Tennessee","2","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7913",500176,"Cell phone",140228,140228,2,"No","English","West","Hawaii","4","U  ","West","Hawaii","4","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Very unfavorable",NA,NA,NA,NA,NA,NA,"Yes, Democratic Party's policies pose a threat to the nation's well-being",NA
"7914",500177,"Cell phone",140228,140228,2,"No","English","West","Arizona","2","U  ","West","Arizona","2","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7915",500180,"Cell phone",140228,140228,1,"No","English","West","Colorado","3","U  ","West","Colorado","Highest","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Very unfavorable",NA,NA,NA,NA,NA,NA,"No, wouldn't go that far",NA
"7916",500183,"Cell phone",140228,140228,2,"No","English","West","California","Lowest","S  ","West","California","Lowest","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(VOL) Can't rate","(VOL) Can't rate",NA,NA,NA,NA,NA,NA,NA,NA
"7917",500184,"Cell phone",140228,140228,2,"No","English","West","California","Highest","S  ","West","California","Highest","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unfavorable","Very favorable",NA,NA,NA,NA,NA,"Yes, Republican Party's policies pose a threat to the nation's well-being",NA,NA
"7918",500186,"Cell phone",140228,140228,1,"No","English","West","Washington","3","S  ","West","Washington","3","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"7919",500191,"Cell phone",140301,140301,2,"No","English","Northeast","New York","Highest","U  ","Northeast","New York","Highest","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unfavorable","Mostly favorable",NA,NA,NA,NA,NA,"Yes, Republican Party's policies pose a threat to the nation's well-being",NA,NA
"7920",500193,"Cell phone",140301,140301,1,"No","English","South","Florida","3","S  ","Northeast","Massachusetts","4","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(VOL) Can't rate","Very unfavorable",NA,NA,NA,NA,NA,NA,"No, wouldn't go that far",NA
"7921",500197,"Cell phone",140301,140301,2,"No","English","Northeast","New York","Highest","U  ","Northeast","New York","Highest","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"7922",500199,"Cell phone",140301,140301,2,"No","English","Northeast","New Jersey","Highest","U  ","Northeast","New Jersey","Highest","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7923",500200,"Cell phone",140303,140301,3,"No","English","South","Mississippi","2","U  ","South","Mississippi","2","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","(VOL) Can't rate",NA,NA,NA,NA,NA,NA,NA,NA
"7924",500201,"Cell phone",140301,140301,2,"No","English","West","Colorado","3","S  ","West","Colorado","Highest","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7925",500203,"Cell phone",140301,140301,2,"No","English","Midwest","Illinois","Highest","U  ","Midwest","Illinois","Highest","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unfavorable","Mostly favorable",NA,NA,NA,NA,NA,"Yes, Republican Party's policies pose a threat to the nation's well-being",NA,NA
"7926",500208,"Cell phone",140301,140301,2,"No","English","South","Alabama","Lowest","S  ","South","Alabama","Lowest","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unfavorable","Very favorable",NA,NA,NA,NA,NA,"No, wouldn't go that far",NA,NA
"7927",500210,"Cell phone",140301,140301,3,"No","English","South","Maryland","2","U  ","South","Maryland","2","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"7928",500215,"Cell phone",140301,140301,2,"No","English","Midwest","Missouri","Lowest","R  ","Midwest","Missouri","Lowest","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(VOL) Can't rate","(VOL) Refused",NA,NA,NA,NA,NA,NA,NA,NA
"7929",500217,"Cell phone",140301,140301,3,"No","English","Northeast","New York","Highest","U  ","Northeast","New York","Highest","   ",NA,NA,NA,3,"18 or older",NA,"Don't know/Refused",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7930",500218,"Cell phone",140301,140301,2,"No","English","Midwest","Illinois","3","S  ","Midwest","Illinois","3","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Very unfavorable",NA,NA,NA,NA,NA,NA,"No, wouldn't go that far",NA
"7931",500219,"Cell phone",140301,140301,2,"No","English","South","Georgia","4","S  ","South","Georgia","4","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7932",500222,"Cell phone",140301,140301,2,"No","English","South","Kentucky","2","S  ","South","Kentucky","2","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"7933",500226,"Cell phone",140301,140301,2,"No","English","South","Louisiana","Lowest","S  ","South","Louisiana","Lowest","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(VOL) Refused","Very unfavorable",NA,NA,NA,NA,NA,NA,"Yes, Democratic Party's policies pose a threat to the nation's well-being",NA
"7934",500229,"Cell phone",140301,140301,2,"No","English","West","New Mexico","3","U  ","Midwest","South Dakota","2","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"7935",500230,"Cell phone",140301,140301,3,"No","English","West","Utah","Lowest","S  ","West","Utah","Lowest","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"7936",500233,"Cell phone",140301,140301,4,"No","English","South","Florida","4","U  ","South","Florida","4","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unfavorable","Very favorable",NA,NA,NA,NA,NA,"Yes, Republican Party's policies pose a threat to the nation's well-being",NA,NA
"7937",500240,"Cell phone",140302,140302,4,"No","English","South","North Carolina","Lowest","R  ","South","North Carolina","Lowest","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Very unfavorable",NA,NA,NA,NA,NA,NA,"Yes, Democratic Party's policies pose a threat to the nation's well-being",NA
"7938",500242,"Cell phone",140302,140302,3,"No","English","Northeast","Massachusetts","3","S  ","Northeast","Massachusetts","3","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unfavorable","Very unfavorable",NA,NA,NA,NA,NA,"Yes, Republican Party's policies pose a threat to the nation's well-being","Yes, Democratic Party's policies pose a threat to the nation's well-being",NA
"7939",500248,"Cell phone",140302,140302,3,"No","English","Northeast","New York","Highest","U  ","Northeast","New York","Highest","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unfavorable","Mostly favorable",NA,NA,NA,NA,NA,"No, wouldn't go that far",NA,NA
"7940",500249,"Cell phone",140302,140302,3,"No","English","South","Texas","3","S  ","South","Texas","Highest","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Very unfavorable",NA,NA,NA,NA,NA,NA,"Yes, Democratic Party's policies pose a threat to the nation's well-being",NA
"7941",500250,"Cell phone",140302,140302,4,"No","English","South","Texas","Highest","S  ","South","Texas","Highest","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Don't know/Refused",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Very favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7942",500251,"Cell phone",140302,140302,2,"No","English","Midwest","Illinois","Highest","S  ","Midwest","Illinois","Highest","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unfavorable","Mostly favorable",NA,NA,NA,NA,NA,"No, wouldn't go that far",NA,NA
"7943",500252,"Cell phone",140302,140302,2,"No","English","Midwest","Kansas","Lowest","R  ","Midwest","Kansas","Lowest","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Very unfavorable",NA,NA,NA,NA,NA,NA,"Yes, Democratic Party's policies pose a threat to the nation's well-being",NA
"7944",500265,"Cell phone",140307,140302,6,"No","English","West","California","Highest","S  ","West","California","Highest","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unfavorable","Mostly favorable",NA,NA,NA,NA,NA,"Yes, Republican Party's policies pose a threat to the nation's well-being",NA,NA
"7945",500267,"Cell phone",140302,140302,4,"No","English","West","California","Lowest","U  ","West","California","Lowest","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unfavorable","Very unfavorable",NA,NA,NA,NA,NA,"No, wouldn't go that far","No, wouldn't go that far",NA
"7946",500270,"Cell phone",140302,140302,1,"No","English","West","Oregon","4","U  ","West","Oregon","4","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7947",500273,"Cell phone",140305,140302,5,"No","English","West","California","2","U  ","West","California","2","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very favorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"7948",500277,"Cell phone",140302,140302,2,"No","English","Midwest","Missouri","2","R  ","Midwest","Missouri","2","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7949",500281,"Cell phone",140302,140302,2,"No","English","Midwest","Missouri","4","S  ","Midwest","Missouri","4","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7950",500283,"Cell phone",140302,140302,3,"No","English","South","North Carolina","3","U  ","Northeast","Massachusetts","Highest","   ",NA,NA,NA,3,"18 or older",NA,"Don't know/Refused",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(VOL) Can't rate","Very favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7951",500284,"Cell phone",140302,140302,2,"No","English","Midwest","Illinois","2","U  ","South","Virginia","Highest","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7952",500290,"Cell phone",140302,140302,1,"No","English","South","Washington DC","Highest","U  ","South","Maryland","4","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7953",500291,"Cell phone",140302,140302,1,"No","English","South","Maryland","4","S  ","South","Maryland","Highest","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7954",500295,"Cell phone",140305,140302,5,"No","English","Northeast","New Jersey","Highest","S  ","Northeast","New Jersey","Highest","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unfavorable","Mostly favorable",NA,NA,NA,NA,NA,"Yes, Republican Party's policies pose a threat to the nation's well-being",NA,NA
"7955",500297,"Cell phone",140302,140302,1,"No","English","Northeast","New Hampshire","3","S  ","Northeast","New Hampshire","Lowest","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unfavorable","Very unfavorable",NA,NA,NA,NA,NA,"Yes, Republican Party's policies pose a threat to the nation's well-being","Yes, Democratic Party's policies pose a threat to the nation's well-being",NA
"7956",500301,"Cell phone",140302,140302,3,"No","English","South","Georgia","3","S  ","South","Alabama","3","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7957",500305,"Cell phone",140302,140302,1,"No","English","South","Maryland","4","S  ","South","Maryland","Highest","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unfavorable","Mostly unfavorable",NA,NA,NA,NA,NA,"Yes, Republican Party's policies pose a threat to the nation's well-being",NA,NA
"7958",500306,"Cell phone",140302,140302,1,"No","English","South","Delaware","4","S  ","South","Delaware","4","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unfavorable","Very unfavorable",NA,NA,NA,NA,NA,"Yes, Republican Party's policies pose a threat to the nation's well-being","No, wouldn't go that far",NA
"7959",500307,"Cell phone",140304,140302,3,"No","English","Northeast","New York","Highest","U  ","Northeast","New York","Highest","   ",NA,NA,NA,3,"18 or older",NA,"Don't know/Refused",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7960",500308,"Cell phone",140302,140302,6,"No","English","Northeast","New Jersey","Highest","S  ","Northeast","New Jersey","Highest","   ",NA,NA,NA,3,"18 or older",NA,"Don't know/Refused",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"7961",500309,"Cell phone",140302,140302,1,"No","English","South","West Virginia","2","R  ","South","Kentucky","4","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"7962",500311,"Cell phone",140302,140302,1,"No","English","South","South Carolina","3","S  ","South","South Carolina","3","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unfavorable","Mostly favorable",NA,NA,NA,NA,NA,"No, wouldn't go that far",NA,NA
"7963",500315,"Cell phone",140302,140302,3,"No","English","Midwest","Ohio","3","U  ","Northeast","Connecticut","3","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7964",500319,"Cell phone",140302,140302,1,"No","English","Northeast","New York","Highest","U  ","Northeast","New York","Highest","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7965",500320,"Cell phone",140302,140302,1,"No","English","South","Georgia","2","U  ","South","Georgia","Lowest","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unfavorable","Very favorable",NA,NA,NA,NA,NA,"Yes, Republican Party's policies pose a threat to the nation's well-being",NA,NA
"7966",500323,"Cell phone",140302,140302,3,"No","English","Northeast","Pennsylvania","3","S  ","Northeast","Pennsylvania","3","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Very unfavorable",NA,NA,NA,NA,NA,NA,"Yes, Democratic Party's policies pose a threat to the nation's well-being",NA
"7967",500326,"Cell phone",140302,140302,1,"No","English","Midwest","Illinois","3","S  ","Midwest","Illinois","3","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"7968",500327,"Cell phone",140302,140302,1,"No","English","South","Mississippi","Lowest","R  ","South","Mississippi","Lowest","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7969",500328,"Cell phone",140302,140302,1,"No","English","South","Arkansas","2","S  ","South","Arkansas","2","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unfavorable","Very favorable",NA,NA,NA,NA,NA,"Yes, Republican Party's policies pose a threat to the nation's well-being",NA,NA
"7970",500329,"Cell phone",140302,140302,1,"No","Spanish","Midwest","Wisconsin","Lowest","R  ","Midwest","Wisconsin","Lowest","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"7971",500334,"Cell phone",140302,140302,1,"No","English","Midwest","Nebraska","2","U  ","Midwest","Nebraska","4","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Very unfavorable",NA,NA,NA,NA,NA,NA,"Yes, Democratic Party's policies pose a threat to the nation's well-being",NA
"7972",500335,"Cell phone",140302,140302,5,"No","English","West","Utah","Lowest","S  ","West","Utah","2","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"7973",500336,"Cell phone",140302,140302,4,"No","English","West","Arizona","3","S  ","West","Arizona","3","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Very unfavorable",NA,NA,NA,NA,NA,NA,"Yes, Democratic Party's policies pose a threat to the nation's well-being",NA
"7974",500339,"Cell phone",140304,140302,3,"No","English","South","Louisiana","4","U  ","West","Utah","2","   ",NA,NA,NA,3,"18 or older",NA,"Don't know/Refused",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
